subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates,arrival_time
82,realamprandom,3,14,"{'ry': 12, 'cx': 9, 'measure': 3, 'barrier': 1}",7,43,"{'rz': 26, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",16,42,"{'rz': 29, 'sx': 27, 'cx': 17, 'measure': 3, 'barrier': 1}",27,42,"{'rz': 28, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",127,42,"{'rz': 29, 'sx': 27, 'cx': 17, 'measure': 3, 'barrier': 1}",4923.655697400103
82,su2random,2,8,"{'u3': 8, 'cx': 3, 'measure': 2, 'barrier': 1}",7,17,"{'rz': 15, 'sx': 10, 'cx': 3, 'measure': 2, 'barrier': 1}",16,17,"{'rz': 15, 'sx': 10, 'cx': 3, 'measure': 2, 'barrier': 1}",27,17,"{'rz': 15, 'sx': 10, 'cx': 3, 'measure': 2, 'barrier': 1}",127,17,"{'rz': 15, 'sx': 10, 'cx': 3, 'measure': 2, 'barrier': 1}",4924.409234573654
82,qnn,45,445,"{'cx': 4004, 'p': 1980, 'u2': 90, 'ry': 90, 'measure': 45, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1638,"{'rz': 9106, 'cx': 7118, 'sx': 5396, 'x': 239, 'measure': 45, 'barrier': 1}",4927.687679154757
82,random,22,203,"{'cx': 213, 'u2': 103, 'cu1': 99, 'u1': 70, 'h': 67, 'u3': 60, 'ry': 37, 'rx': 37, 'rzz': 24, 'ccx': 22, 'measure': 22, 'cu3': 21, 'rz': 20, 'cry': 18, 'swap': 18, 'cswap': 14, 'sx': 12, 'ch': 12, 'tdg': 12, 'cp': 12, 'cz': 11, 'cy': 11, 't': 11, 'p': 9, 'crx': 8, 'rxx': 7, 'sdg': 7, 'crz': 7, 'y': 7, 's': 6, 'x': 6, 'z': 5, 'sxdg': 4, 'u': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1631,"{'cx': 3226, 'rz': 1952, 'sx': 944, 'x': 89, 'measure': 22, 'barrier': 1}",127,1706,"{'cx': 3213, 'rz': 2017, 'sx': 982, 'x': 97, 'measure': 22, 'barrier': 1}",4927.956430755415
82,ae,31,180,"{'cp': 435, 'cx': 60, 'u': 31, 'measure': 31, 'u2': 30, 'u3': 30, 'h': 30, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,862,"{'rz': 2323, 'cx': 1861, 'sx': 1052, 'x': 37, 'measure': 31, 'barrier': 1}",4928.4496570576475
82,qftentangled,24,51,"{'cp': 276, 'h': 25, 'measure': 24, 'cx': 23, 'swap': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,584,"{'cx': 1404, 'rz': 939, 'sx': 189, 'x': 31, 'measure': 24, 'barrier': 1}",127,612,"{'cx': 1412, 'rz': 988, 'sx': 213, 'x': 39, 'measure': 24, 'barrier': 1}",4929.861550942985
82,random,9,53,"{'cx': 34, 'u3': 19, 'u2': 18, 'h': 11, 'measure': 9, 'ry': 7, 'cu1': 7, 'cu3': 6, 'u1': 6, 'crz': 5, 'tdg': 4, 't': 4, 'p': 4, 's': 3, 'rx': 3, 'ccx': 3, 'sx': 2, 'crx': 2, 'x': 2, 'sxdg': 2, 'rzz': 2, 'swap': 2, 'ch': 2, 'sdg': 1, 'cz': 1, 'rxx': 1, 'u': 1, 'cry': 1, 'cy': 1, 'barrier': 1}",-1,-1,{},16,273,"{'cx': 261, 'rz': 258, 'sx': 133, 'x': 13, 'measure': 9, 'barrier': 1}",27,279,"{'rz': 280, 'cx': 250, 'sx': 153, 'x': 11, 'measure': 9, 'barrier': 1}",127,287,"{'cx': 265, 'rz': 243, 'sx': 119, 'x': 13, 'measure': 9, 'barrier': 1}",4930.222621575291
82,su2random,35,142,"{'cx': 1785, 'u3': 140, 'measure': 35, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1270,"{'cx': 5686, 'rz': 1215, 'sx': 868, 'x': 66, 'measure': 35, 'barrier': 1}",4931.5055243745355
82,qpeinexact,16,47,"{'cp': 120, 'h': 30, 'measure': 15, 'swap': 7, 'x': 1, 'barrier': 1}",-1,-1,{},16,489,"{'cx': 652, 'rz': 506, 'sx': 152, 'x': 16, 'measure': 15, 'barrier': 1}",27,502,"{'cx': 636, 'rz': 503, 'sx': 147, 'x': 24, 'measure': 15, 'barrier': 1}",127,503,"{'cx': 587, 'rz': 494, 'sx': 142, 'x': 22, 'measure': 15, 'barrier': 1}",4932.086100357884
82,qftentangled,5,13,"{'cp': 10, 'h': 6, 'measure': 5, 'cx': 4, 'swap': 2, 'barrier': 1}",7,75,"{'cx': 49, 'rz': 39, 'sx': 10, 'measure': 5, 'x': 2, 'barrier': 1}",16,75,"{'cx': 49, 'rz': 39, 'sx': 10, 'measure': 5, 'x': 2, 'barrier': 1}",27,75,"{'cx': 49, 'rz': 39, 'sx': 10, 'measure': 5, 'x': 2, 'barrier': 1}",127,75,"{'cx': 49, 'rz': 39, 'sx': 10, 'measure': 5, 'x': 2, 'barrier': 1}",4932.232781080701
82,ghz,8,9,"{'measure': 8, 'cx': 7, 'h': 1, 'barrier': 1}",-1,-1,{},16,11,"{'measure': 8, 'cx': 7, 'rz': 2, 'sx': 1, 'barrier': 1}",27,11,"{'measure': 8, 'cx': 7, 'rz': 2, 'sx': 1, 'barrier': 1}",127,11,"{'measure': 8, 'cx': 7, 'rz': 2, 'sx': 1, 'barrier': 1}",4932.840071541403
82,twolocalrandom,37,150,"{'cx': 1998, 'ry': 148, 'measure': 37, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1121,"{'cx': 5264, 'rz': 3329, 'sx': 2219, 'x': 247, 'measure': 37, 'barrier': 1}",4933.351926762751
82,qpeexact,23,64,"{'cp': 251, 'h': 44, 'measure': 22, 'swap': 11, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,647,"{'cx': 1402, 'rz': 889, 'sx': 201, 'x': 22, 'measure': 22, 'barrier': 1}",127,637,"{'cx': 1380, 'rz': 983, 'sx': 292, 'x': 28, 'measure': 22, 'barrier': 1}",4933.474730714175
82,twolocalrandom,39,158,"{'cx': 2223, 'ry': 156, 'measure': 39, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1508,"{'cx': 7232, 'rz': 2305, 'sx': 1558, 'x': 102, 'measure': 39, 'barrier': 1}",4933.884521259046
82,twolocalrandom,30,122,"{'cx': 1305, 'ry': 120, 'measure': 30, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1140,"{'cx': 4018, 'rz': 1313, 'sx': 913, 'x': 63, 'measure': 30, 'barrier': 1}",4934.298487119033
82,qpeinexact,44,131,"{'cp': 946, 'h': 86, 'measure': 43, 'swap': 21, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2028,"{'cx': 4938, 'rz': 3540, 'sx': 1179, 'x': 158, 'measure': 43, 'barrier': 1}",4935.96937021992
82,twolocalrandom,21,86,"{'cx': 630, 'ry': 84, 'measure': 21, 'barrier': 1}",-1,-1,{},-1,-1,{},27,485,"{'cx': 1754, 'rz': 840, 'sx': 595, 'x': 51, 'measure': 21, 'barrier': 1}",127,484,"{'cx': 1560, 'rz': 680, 'sx': 489, 'x': 45, 'measure': 21, 'barrier': 1}",4937.424563683253
82,twolocalrandom,11,46,"{'cx': 165, 'ry': 44, 'measure': 11, 'barrier': 1}",-1,-1,{},16,406,"{'cx': 572, 'rz': 177, 'sx': 142, 'measure': 11, 'x': 4, 'barrier': 1}",27,257,"{'cx': 419, 'rz': 237, 'sx': 174, 'x': 13, 'measure': 11, 'barrier': 1}",127,241,"{'cx': 402, 'rz': 221, 'sx': 163, 'measure': 11, 'x': 10, 'barrier': 1}",4937.43481708786
82,qft,45,91,"{'cp': 990, 'h': 45, 'measure': 45, 'swap': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1411,"{'cx': 4435, 'rz': 4015, 'sx': 1581, 'x': 128, 'measure': 45, 'barrier': 1}",4937.70573001141
82,qpeexact,45,134,"{'cp': 990, 'h': 88, 'measure': 44, 'swap': 22, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1792,"{'cx': 5059, 'rz': 3481, 'sx': 1173, 'x': 154, 'measure': 44, 'barrier': 1}",4938.981396870036
82,qftentangled,16,35,"{'cp': 120, 'h': 17, 'measure': 16, 'cx': 15, 'swap': 8, 'barrier': 1}",-1,-1,{},16,393,"{'cx': 597, 'rz': 491, 'sx': 179, 'x': 23, 'measure': 16, 'barrier': 1}",27,374,"{'cx': 594, 'rz': 501, 'sx': 165, 'measure': 16, 'x': 14, 'barrier': 1}",127,341,"{'cx': 642, 'rz': 458, 'sx': 101, 'measure': 16, 'x': 15, 'barrier': 1}",4939.415872129941
82,qnn,24,235,"{'cx': 1127, 'p': 552, 'u2': 48, 'ry': 48, 'measure': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},27,845,"{'cx': 2288, 'rz': 1688, 'sx': 742, 'x': 142, 'measure': 24, 'barrier': 1}",127,695,"{'cx': 2372, 'rz': 1406, 'sx': 589, 'x': 76, 'measure': 24, 'barrier': 1}",4939.931797087467
82,qpeinexact,30,89,"{'cp': 435, 'h': 58, 'measure': 29, 'swap': 14, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1121,"{'cx': 2358, 'rz': 1508, 'sx': 385, 'x': 48, 'measure': 29, 'barrier': 1}",4941.823447953437
82,dj,45,47,"{'u2': 45, 'h': 44, 'cx': 44, 'measure': 44, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,205,"{'cx': 206, 'rz': 172, 'sx': 92, 'measure': 44, 'x': 8, 'barrier': 1}",4941.971752992957
82,qnn,44,435,"{'cx': 3827, 'p': 1892, 'u2': 88, 'ry': 88, 'measure': 44, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1202,"{'rz': 8344, 'cx': 6897, 'sx': 5032, 'x': 101, 'measure': 44, 'barrier': 1}",4942.6120991757925
82,realamprandom,34,138,"{'cx': 1683, 'ry': 136, 'measure': 34, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1139,"{'cx': 5084, 'rz': 2759, 'sx': 1702, 'x': 162, 'measure': 34, 'barrier': 1}",4942.885247695693
82,dj,48,50,"{'h': 48, 'u2': 47, 'cx': 47, 'measure': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,228,"{'cx': 196, 'rz': 180, 'sx': 100, 'measure': 47, 'x': 6, 'barrier': 1}",4944.573313085427
82,su2random,26,106,"{'cx': 975, 'u3': 104, 'measure': 26, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1222,"{'cx': 3435, 'rz': 1164, 'sx': 813, 'x': 54, 'measure': 26, 'barrier': 1}",127,944,"{'cx': 2935, 'rz': 1128, 'sx': 785, 'x': 61, 'measure': 26, 'barrier': 1}",4944.946393935714
82,su2random,38,154,"{'cx': 2109, 'u3': 152, 'measure': 38, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1636,"{'cx': 6744, 'rz': 2196, 'sx': 1473, 'x': 74, 'measure': 38, 'barrier': 1}",4949.671249928529
82,dj,8,10,"{'u2': 11, 'cx': 7, 'measure': 7, 'h': 4, 'barrier': 1}",-1,-1,{},16,25,"{'rz': 25, 'sx': 15, 'cx': 15, 'measure': 7, 'barrier': 1}",27,27,"{'rz': 28, 'sx': 17, 'cx': 13, 'measure': 7, 'x': 1, 'barrier': 1}",127,33,"{'rz': 30, 'cx': 17, 'sx': 16, 'measure': 7, 'x': 1, 'barrier': 1}",4951.350961713879
82,su2random,20,82,"{'cx': 570, 'u3': 80, 'measure': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,400,"{'cx': 1412, 'rz': 457, 'sx': 350, 'measure': 20, 'x': 16, 'barrier': 1}",127,410,"{'cx': 1556, 'sx': 160, 'rz': 160, 'measure': 20, 'barrier': 1}",4955.356507788806
82,qftentangled,43,89,"{'cp': 903, 'h': 44, 'measure': 43, 'cx': 42, 'swap': 21, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1319,"{'cx': 4333, 'rz': 2804, 'sx': 642, 'x': 73, 'measure': 43, 'barrier': 1}",4955.545740415543
82,su2random,16,66,"{'cx': 360, 'u3': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,595,"{'cx': 1166, 'rz': 479, 'sx': 344, 'measure': 16, 'x': 9, 'barrier': 1}",27,616,"{'cx': 1167, 'rz': 424, 'sx': 321, 'measure': 16, 'x': 15, 'barrier': 1}",127,451,"{'cx': 1036, 'rz': 393, 'sx': 283, 'measure': 16, 'x': 12, 'barrier': 1}",4956.751613109405
82,random,31,360,"{'cx': 574, 'u2': 278, 'cu1': 207, 'u1': 153, 'h': 142, 'u3': 103, 'ry': 79, 'rx': 43, 'ccx': 41, 'cu3': 33, 'cy': 32, 'measure': 31, 'rzz': 29, 't': 29, 's': 28, 'crz': 28, 'rz': 28, 'x': 27, 'cswap': 27, 'tdg': 25, 'ch': 25, 'cry': 25, 'p': 23, 'sx': 22, 'rxx': 22, 'swap': 21, 'crx': 21, 'cz': 18, 'sxdg': 13, 'sdg': 11, 'cp': 11, 'z': 11, 'y': 10, 'u': 8, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,3234,"{'cx': 8371, 'rz': 4224, 'sx': 2030, 'x': 183, 'measure': 31, 'barrier': 1}",4956.771924810803
82,qft,16,33,"{'cp': 120, 'h': 16, 'measure': 16, 'swap': 8, 'barrier': 1}",-1,-1,{},16,344,"{'cx': 535, 'rz': 518, 'sx': 208, 'x': 29, 'measure': 16, 'barrier': 1}",27,347,"{'cx': 595, 'rz': 518, 'sx': 176, 'x': 27, 'measure': 16, 'barrier': 1}",127,350,"{'cx': 592, 'rz': 508, 'sx': 176, 'x': 24, 'measure': 16, 'barrier': 1}",4957.2314314394025
82,ghz,3,4,"{'measure': 3, 'cx': 2, 'h': 1, 'barrier': 1}",7,6,"{'measure': 3, 'rz': 2, 'cx': 2, 'sx': 1, 'barrier': 1}",16,6,"{'measure': 3, 'rz': 2, 'cx': 2, 'sx': 1, 'barrier': 1}",27,6,"{'measure': 3, 'rz': 2, 'cx': 2, 'sx': 1, 'barrier': 1}",127,6,"{'measure': 3, 'rz': 2, 'cx': 2, 'sx': 1, 'barrier': 1}",4957.461107901462
82,random,17,149,"{'cx': 158, 'u2': 98, 'cu1': 54, 'u3': 41, 'u1': 37, 'h': 35, 'ry': 24, 'rx': 17, 'measure': 17, 'rzz': 14, 't': 12, 'ch': 12, 'cry': 11, 'tdg': 11, 'ccx': 11, 's': 9, 'sx': 9, 'x': 8, 'cy': 7, 'rxx': 6, 'u': 5, 'swap': 5, 'sxdg': 5, 'crz': 5, 'cu3': 5, 'y': 4, 'rz': 4, 'cswap': 4, 'cz': 4, 'cp': 3, 'crx': 3, 'sdg': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,991,"{'cx': 1545, 'rz': 1126, 'sx': 593, 'x': 50, 'measure': 17, 'barrier': 1}",127,990,"{'cx': 1548, 'rz': 1081, 'sx': 568, 'x': 56, 'measure': 17, 'barrier': 1}",4958.437294215965
82,random,39,472,"{'cx': 967, 'u2': 467, 'cu1': 400, 'h': 254, 'u1': 252, 'ry': 166, 'u3': 164, 'rx': 88, 'rzz': 69, 'ccx': 68, 'cu3': 67, 's': 51, 't': 47, 'tdg': 44, 'rz': 43, 'cz': 43, 'measure': 39, 'ch': 37, 'crz': 34, 'swap': 34, 'sx': 32, 'cp': 31, 'p': 29, 'cswap': 29, 'cry': 28, 'rxx': 28, 'cy': 28, 'x': 26, 'crx': 23, 'sxdg': 16, 'sdg': 15, 'z': 13, 'u': 12, 'y': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,5498,"{'cx': 15963, 'rz': 6734, 'sx': 3137, 'x': 293, 'measure': 39, 'barrier': 1}",4958.621940945459
82,ae,42,246,"{'cp': 820, 'cx': 82, 'u': 42, 'measure': 42, 'u2': 41, 'u3': 41, 'h': 41, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1599,"{'cx': 3711, 'rz': 2963, 'sx': 953, 'x': 80, 'measure': 42, 'barrier': 1}",4958.656234043069
82,ae,32,186,"{'cp': 465, 'cx': 62, 'u': 32, 'measure': 32, 'u2': 31, 'u3': 31, 'h': 31, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1140,"{'cx': 2115, 'rz': 1980, 'sx': 764, 'x': 55, 'measure': 32, 'barrier': 1}",4958.843621423734
82,qftentangled,11,25,"{'cp': 55, 'h': 12, 'measure': 11, 'cx': 10, 'swap': 5, 'barrier': 1}",-1,-1,{},16,259,"{'cx': 290, 'rz': 204, 'sx': 60, 'measure': 11, 'x': 7, 'barrier': 1}",27,272,"{'cx': 275, 'rz': 242, 'sx': 92, 'x': 16, 'measure': 11, 'barrier': 1}",127,235,"{'cx': 271, 'rz': 240, 'sx': 84, 'x': 14, 'measure': 11, 'barrier': 1}",4960.281717737578
82,qnn,4,35,"{'cx': 27, 'p': 12, 'u2': 8, 'ry': 8, 'measure': 4, 'barrier': 1}",7,76,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",16,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",27,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",127,77,"{'rz': 47, 'cx': 38, 'sx': 28, 'measure': 4, 'barrier': 1}",4961.777131825636
82,qpeinexact,31,92,"{'cp': 465, 'h': 60, 'measure': 30, 'swap': 15, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1201,"{'cx': 2560, 'rz': 1689, 'sx': 490, 'x': 76, 'measure': 30, 'barrier': 1}",4963.57941677475
82,ghz,33,34,"{'measure': 33, 'cx': 32, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,36,"{'measure': 33, 'cx': 32, 'rz': 2, 'sx': 1, 'barrier': 1}",4968.368829906084
82,qftentangled,21,45,"{'cp': 210, 'h': 22, 'measure': 21, 'cx': 20, 'swap': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},27,402,"{'cx': 1101, 'rz': 680, 'sx': 62, 'measure': 21, 'x': 2, 'barrier': 1}",127,540,"{'cx': 1124, 'rz': 778, 'sx': 200, 'x': 43, 'measure': 21, 'barrier': 1}",4968.369172589508
82,ghz,40,41,"{'measure': 40, 'cx': 39, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,43,"{'measure': 40, 'cx': 39, 'rz': 2, 'sx': 1, 'barrier': 1}",4968.979077510305
82,random,2,12,"{'cx': 4, 'rx': 3, 'u2': 3, 'ry': 2, 'measure': 2, 'rzz': 1, 'rz': 1, 'u3': 1, 'u1': 1, 'barrier': 1}",7,13,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",16,14,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",27,13,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",127,14,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",4968.997443163709
82,su2random,33,134,"{'cx': 1584, 'u3': 132, 'measure': 33, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1364,"{'cx': 4606, 'rz': 2104, 'sx': 1370, 'x': 90, 'measure': 33, 'barrier': 1}",4969.003929067168
82,qpeexact,41,122,"{'cp': 820, 'h': 80, 'measure': 40, 'swap': 20, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1199,"{'cx': 3691, 'rz': 3161, 'sx': 1247, 'x': 104, 'measure': 40, 'barrier': 1}",4970.467624260063
82,ghz,16,17,"{'measure': 16, 'cx': 15, 'h': 1, 'barrier': 1}",-1,-1,{},16,36,"{'cx': 20, 'measure': 16, 'rz': 14, 'sx': 9, 'x': 1, 'barrier': 1}",27,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",127,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",4970.548671688988
82,qpeinexact,26,77,"{'cp': 325, 'h': 50, 'measure': 25, 'swap': 12, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,986,"{'cx': 1786, 'rz': 1195, 'sx': 298, 'x': 43, 'measure': 25, 'barrier': 1}",127,1005,"{'cx': 1789, 'rz': 1222, 'sx': 314, 'x': 42, 'measure': 25, 'barrier': 1}",4974.902352546742
82,ae,3,12,"{'cx': 4, 'u': 3, 'measure': 3, 'u2': 2, 'u3': 2, 'h': 2, 'cp': 1, 'barrier': 1}",7,23,"{'rz': 17, 'sx': 9, 'cx': 7, 'measure': 3, 'x': 1, 'barrier': 1}",16,34,"{'rz': 19, 'sx': 14, 'cx': 9, 'measure': 3, 'barrier': 1}",27,24,"{'rz': 18, 'sx': 9, 'cx': 7, 'measure': 3, 'x': 1, 'barrier': 1}",127,24,"{'rz': 18, 'sx': 9, 'cx': 7, 'measure': 3, 'x': 1, 'barrier': 1}",4975.048699752982
82,twolocalrandom,14,58,"{'cx': 273, 'ry': 56, 'measure': 14, 'barrier': 1}",-1,-1,{},16,298,"{'cx': 686, 'rz': 294, 'sx': 219, 'measure': 14, 'x': 3, 'barrier': 1}",27,473,"{'cx': 896, 'rz': 293, 'sx': 221, 'measure': 14, 'x': 10, 'barrier': 1}",127,376,"{'cx': 780, 'rz': 350, 'sx': 258, 'x': 23, 'measure': 14, 'barrier': 1}",4975.961874925573
82,qnn,19,185,"{'cx': 702, 'p': 342, 'u2': 38, 'ry': 38, 'measure': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},27,567,"{'cx': 1434, 'rz': 1042, 'sx': 446, 'x': 94, 'measure': 19, 'barrier': 1}",127,700,"{'cx': 1443, 'rz': 1010, 'sx': 424, 'x': 82, 'measure': 19, 'barrier': 1}",4976.128392282954
82,qpeexact,33,98,"{'cp': 528, 'h': 64, 'measure': 32, 'swap': 16, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1309,"{'cx': 2854, 'rz': 2079, 'sx': 681, 'x': 63, 'measure': 32, 'barrier': 1}",4979.078203471829
83,qpeinexact,20,59,"{'cp': 190, 'h': 38, 'measure': 19, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,650,"{'cx': 1046, 'rz': 783, 'sx': 227, 'x': 36, 'measure': 19, 'barrier': 1}",127,662,"{'cx': 1078, 'rz': 752, 'sx': 190, 'x': 27, 'measure': 19, 'barrier': 1}",4980.145044223683
83,twolocalrandom,48,194,"{'cx': 3384, 'ry': 192, 'measure': 48, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2191,"{'cx': 10589, 'rz': 5298, 'sx': 3263, 'x': 365, 'measure': 48, 'barrier': 1}",4982.0963789897605
83,su2random,6,26,"{'cx': 45, 'u3': 24, 'measure': 6, 'barrier': 1}",7,110,"{'cx': 94, 'rz': 79, 'sx': 66, 'measure': 6, 'x': 3, 'barrier': 1}",16,119,"{'cx': 106, 'rz': 58, 'sx': 54, 'measure': 6, 'barrier': 1}",27,110,"{'rz': 101, 'cx': 86, 'sx': 80, 'measure': 6, 'barrier': 1}",127,103,"{'rz': 99, 'cx': 82, 'sx': 76, 'measure': 6, 'x': 4, 'barrier': 1}",4982.416914342874
83,twolocalrandom,24,98,"{'cx': 828, 'ry': 96, 'measure': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},27,938,"{'cx': 2768, 'rz': 857, 'sx': 591, 'x': 51, 'measure': 24, 'barrier': 1}",127,972,"{'cx': 2823, 'rz': 814, 'sx': 588, 'x': 29, 'measure': 24, 'barrier': 1}",4983.560395596646
83,random,44,559,"{'cx': 1170, 'u2': 576, 'cu1': 540, 'h': 325, 'u1': 299, 'u3': 222, 'ry': 206, 'rx': 100, 'ccx': 89, 'rzz': 84, 'cu3': 79, 's': 68, 'rz': 63, 'ch': 53, 'cry': 50, 'tdg': 50, 't': 49, 'crz': 49, 'cy': 47, 'measure': 44, 'cz': 40, 'crx': 39, 'sx': 37, 'rxx': 37, 'x': 37, 'p': 36, 'cp': 36, 'swap': 33, 'cswap': 30, 'sdg': 19, 'y': 17, 'z': 17, 'u': 11, 'sxdg': 8, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,7186,"{'cx': 21584, 'rz': 8551, 'sx': 3953, 'x': 336, 'measure': 44, 'barrier': 1}",4983.666427337144
83,ghz,12,13,"{'measure': 12, 'cx': 11, 'h': 1, 'barrier': 1}",-1,-1,{},16,15,"{'measure': 12, 'cx': 11, 'rz': 2, 'sx': 1, 'barrier': 1}",27,15,"{'measure': 12, 'cx': 11, 'rz': 2, 'sx': 1, 'barrier': 1}",127,15,"{'measure': 12, 'cx': 11, 'rz': 2, 'sx': 1, 'barrier': 1}",4988.130454275322
83,twolocalrandom,34,138,"{'cx': 1683, 'ry': 136, 'measure': 34, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1098,"{'cx': 4651, 'rz': 2023, 'sx': 1292, 'x': 124, 'measure': 34, 'barrier': 1}",4990.609311613252
83,qft,21,43,"{'cp': 210, 'h': 21, 'measure': 21, 'swap': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},27,581,"{'rz': 1087, 'cx': 900, 'sx': 543, 'x': 33, 'measure': 21, 'barrier': 1}",127,478,"{'cx': 984, 'rz': 832, 'sx': 289, 'x': 39, 'measure': 21, 'barrier': 1}",4991.325696651456
83,qftentangled,23,49,"{'cp': 253, 'h': 24, 'measure': 23, 'cx': 22, 'swap': 11, 'barrier': 1}",-1,-1,{},-1,-1,{},27,470,"{'cx': 1332, 'rz': 787, 'sx': 64, 'measure': 23, 'x': 9, 'barrier': 1}",127,541,"{'cx': 1319, 'rz': 896, 'sx': 168, 'measure': 23, 'x': 16, 'barrier': 1}",4993.035081161182
83,ghz,5,6,"{'measure': 5, 'cx': 4, 'h': 1, 'barrier': 1}",7,8,"{'measure': 5, 'cx': 4, 'rz': 2, 'sx': 1, 'barrier': 1}",16,8,"{'measure': 5, 'cx': 4, 'rz': 2, 'sx': 1, 'barrier': 1}",27,8,"{'measure': 5, 'cx': 4, 'rz': 2, 'sx': 1, 'barrier': 1}",127,8,"{'measure': 5, 'cx': 4, 'rz': 2, 'sx': 1, 'barrier': 1}",4994.358784880381
83,qpeinexact,30,89,"{'cp': 435, 'h': 58, 'measure': 29, 'swap': 14, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1121,"{'cx': 2358, 'rz': 1508, 'sx': 385, 'x': 48, 'measure': 29, 'barrier': 1}",4999.106535793923
83,su2random,46,186,"{'cx': 3105, 'u3': 184, 'measure': 46, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1297,"{'cx': 8192, 'rz': 4612, 'sx': 2730, 'x': 309, 'measure': 46, 'barrier': 1}",4999.277527501999
