subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates,distance_to_avg
59,ghz,9,10,"{'measure': 9, 'cx': 8, 'h': 1, 'barrier': 1}",-1,-1,{},16,12,"{'measure': 9, 'cx': 8, 'rz': 2, 'sx': 1, 'barrier': 1}",27,12,"{'measure': 9, 'cx': 8, 'rz': 2, 'sx': 1, 'barrier': 1}",127,12,"{'measure': 9, 'cx': 8, 'rz': 2, 'sx': 1, 'barrier': 1}",50.82971464019850
59,dj,8,10,"{'u2': 11, 'cx': 7, 'measure': 7, 'h': 4, 'barrier': 1}",-1,-1,{},16,25,"{'rz': 25, 'sx': 15, 'cx': 15, 'measure': 7, 'barrier': 1}",27,27,"{'rz': 28, 'sx': 17, 'cx': 13, 'measure': 7, 'x': 1, 'barrier': 1}",127,33,"{'rz': 30, 'cx': 17, 'sx': 16, 'measure': 7, 'x': 1, 'barrier': 1}",50.82971464019850
59,ghz,6,7,"{'measure': 6, 'cx': 5, 'h': 1, 'barrier': 1}",7,12,"{'cx': 8, 'measure': 6, 'rz': 2, 'sx': 1, 'barrier': 1}",16,9,"{'measure': 6, 'cx': 5, 'rz': 2, 'sx': 1, 'barrier': 1}",27,9,"{'measure': 6, 'cx': 5, 'rz': 2, 'sx': 1, 'barrier': 1}",127,9,"{'measure': 6, 'cx': 5, 'rz': 2, 'sx': 1, 'barrier': 1}",53.82971464019850
59,qnn,12,115,"{'cx': 275, 'p': 132, 'u2': 24, 'ry': 24, 'measure': 12, 'barrier': 1}",-1,-1,{},16,336,"{'cx': 544, 'rz': 459, 'sx': 236, 'x': 17, 'measure': 12, 'barrier': 1}",27,379,"{'cx': 566, 'rz': 359, 'sx': 159, 'x': 19, 'measure': 12, 'barrier': 1}",127,350,"{'cx': 563, 'rz': 393, 'sx': 188, 'x': 14, 'measure': 12, 'barrier': 1}",54.17028535980150
59,ae,2,6,"{'cx': 2, 'u': 2, 'measure': 2, 'u2': 1, 'u3': 1, 'h': 1, 'barrier': 1}",7,10,"{'rz': 7, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",16,10,"{'rz': 9, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",27,10,"{'rz': 7, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",127,10,"{'rz': 9, 'sx': 4, 'cx': 2, 'measure': 2, 'x': 1, 'barrier': 1}",54.82971464019850
60,su2random,15,62,"{'cx': 315, 'u3': 60, 'measure': 15, 'barrier': 1}",-1,-1,{},16,460,"{'cx': 902, 'rz': 550, 'sx': 396, 'measure': 15, 'x': 12, 'barrier': 1}",27,593,"{'cx': 1026, 'rz': 431, 'sx': 309, 'x': 20, 'measure': 15, 'barrier': 1}",127,371,"{'cx': 976, 'rz': 195, 'sx': 170, 'measure': 15, 'x': 4, 'barrier': 1}",1.1702853598014900
60,qftentangled,27,57,"{'cp': 351, 'h': 28, 'measure': 27, 'cx': 26, 'swap': 13, 'barrier': 1}",-1,-1,{},-1,-1,{},27,800,"{'cx': 1743, 'rz': 1206, 'sx': 326, 'x': 51, 'measure': 27, 'barrier': 1}",127,560,"{'cx': 1787, 'rz': 1039, 'sx': 80, 'measure': 27, 'x': 8, 'barrier': 1}",3.8297146401985100
60,random,9,53,"{'cx': 34, 'u3': 19, 'u2': 18, 'h': 11, 'measure': 9, 'ry': 7, 'cu1': 7, 'cu3': 6, 'u1': 6, 'crz': 5, 'tdg': 4, 't': 4, 'p': 4, 's': 3, 'rx': 3, 'ccx': 3, 'sx': 2, 'crx': 2, 'x': 2, 'sxdg': 2, 'rzz': 2, 'swap': 2, 'ch': 2, 'sdg': 1, 'cz': 1, 'rxx': 1, 'u': 1, 'cry': 1, 'cy': 1, 'barrier': 1}",-1,-1,{},16,273,"{'cx': 261, 'rz': 258, 'sx': 133, 'x': 13, 'measure': 9, 'barrier': 1}",27,279,"{'rz': 280, 'cx': 250, 'sx': 153, 'x': 11, 'measure': 9, 'barrier': 1}",127,287,"{'cx': 265, 'rz': 243, 'sx': 119, 'x': 13, 'measure': 9, 'barrier': 1}",7.82971464019851
60,realamprandom,12,50,"{'cx': 198, 'ry': 48, 'measure': 12, 'barrier': 1}",-1,-1,{},16,417,"{'cx': 721, 'rz': 297, 'sx': 227, 'measure': 12, 'x': 7, 'barrier': 1}",27,409,"{'cx': 671, 'rz': 199, 'sx': 166, 'measure': 12, 'x': 5, 'barrier': 1}",127,281,"{'cx': 455, 'rz': 383, 'sx': 278, 'x': 19, 'measure': 12, 'barrier': 1}",10.82971464019850
60,realamprandom,19,78,"{'cx': 513, 'ry': 76, 'measure': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},27,503,"{'cx': 1376, 'rz': 707, 'sx': 497, 'x': 41, 'measure': 19, 'barrier': 1}",127,503,"{'cx': 1330, 'rz': 689, 'sx': 474, 'x': 43, 'measure': 19, 'barrier': 1}",17.17028535980150
60,ae,8,42,"{'cp': 21, 'cx': 14, 'u': 8, 'measure': 8, 'u2': 7, 'u3': 7, 'h': 7, 'barrier': 1}",-1,-1,{},16,168,"{'rz': 141, 'cx': 91, 'sx': 70, 'measure': 8, 'x': 5, 'barrier': 1}",27,178,"{'rz': 134, 'cx': 97, 'sx': 67, 'measure': 8, 'x': 3, 'barrier': 1}",127,169,"{'rz': 127, 'cx': 98, 'sx': 59, 'measure': 8, 'x': 5, 'barrier': 1}",18.82971464019850
60,qft,20,41,"{'cp': 190, 'h': 20, 'measure': 20, 'swap': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},27,504,"{'cx': 992, 'rz': 692, 'sx': 180, 'x': 27, 'measure': 20, 'barrier': 1}",127,476,"{'cx': 903, 'rz': 817, 'sx': 304, 'x': 38, 'measure': 20, 'barrier': 1}",19.82971464019850
60,qftentangled,18,39,"{'cp': 153, 'h': 19, 'measure': 18, 'cx': 17, 'swap': 9, 'barrier': 1}",-1,-1,{},-1,-1,{},27,386,"{'cx': 848, 'rz': 488, 'sx': 43, 'measure': 18, 'x': 3, 'barrier': 1}",127,418,"{'cx': 795, 'rz': 627, 'sx': 191, 'x': 29, 'measure': 18, 'barrier': 1}",21.82971464019850
60,su2random,9,38,"{'cx': 108, 'u3': 36, 'measure': 9, 'barrier': 1}",-1,-1,{},16,229,"{'cx': 279, 'rz': 177, 'sx': 139, 'measure': 9, 'x': 3, 'barrier': 1}",27,261,"{'cx': 310, 'rz': 168, 'sx': 134, 'measure': 9, 'x': 5, 'barrier': 1}",127,217,"{'cx': 292, 'rz': 142, 'sx': 120, 'measure': 9, 'x': 1, 'barrier': 1}",22.82971464019850
60,twolocalrandom,21,86,"{'cx': 630, 'ry': 84, 'measure': 21, 'barrier': 1}",-1,-1,{},-1,-1,{},27,485,"{'cx': 1754, 'rz': 840, 'sx': 595, 'x': 51, 'measure': 21, 'barrier': 1}",127,484,"{'cx': 1560, 'rz': 680, 'sx': 489, 'x': 45, 'measure': 21, 'barrier': 1}",25.17028535980150
60,qpeexact,14,35,"{'cp': 88, 'h': 26, 'measure': 13, 'swap': 6, 'x': 1, 'barrier': 1}",-1,-1,{},16,310,"{'cx': 469, 'rz': 354, 'sx': 97, 'x': 14, 'measure': 13, 'barrier': 1}",27,409,"{'cx': 450, 'rz': 372, 'sx': 119, 'x': 18, 'measure': 13, 'barrier': 1}",127,360,"{'cx': 426, 'rz': 354, 'sx': 103, 'x': 15, 'measure': 13, 'barrier': 1}",25.82971464019850
60,su2random,8,34,"{'cx': 84, 'u3': 32, 'measure': 8, 'barrier': 1}",-1,-1,{},16,207,"{'cx': 229, 'rz': 112, 'sx': 100, 'measure': 8, 'x': 1, 'barrier': 1}",27,223,"{'cx': 219, 'rz': 102, 'sx': 90, 'measure': 8, 'x': 1, 'barrier': 1}",127,236,"{'cx': 230, 'rz': 142, 'sx': 112, 'measure': 8, 'x': 6, 'barrier': 1}",26.82971464019850
60,dj,27,29,"{'u2': 27, 'h': 26, 'cx': 26, 'measure': 26, 'barrier': 1}",-1,-1,{},-1,-1,{},27,119,"{'rz': 101, 'cx': 94, 'sx': 56, 'measure': 26, 'x': 2, 'barrier': 1}",127,116,"{'rz': 103, 'cx': 77, 'sx': 57, 'measure': 26, 'x': 6, 'barrier': 1}",31.82971464019850
60,ghz,24,25,"{'measure': 24, 'cx': 23, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,65,"{'cx': 44, 'measure': 24, 'rz': 19, 'sx': 13, 'x': 1, 'barrier': 1}",127,27,"{'measure': 24, 'cx': 23, 'rz': 2, 'sx': 1, 'barrier': 1}",35.82971464019850
60,su2random,24,98,"{'cx': 828, 'u3': 96, 'measure': 24, 'barrier': 1}",-1,-1,{},-1,-1,{},27,989,"{'cx': 2686, 'rz': 839, 'sx': 616, 'x': 39, 'measure': 24, 'barrier': 1}",127,1087,"{'cx': 2618, 'rz': 1313, 'sx': 874, 'x': 54, 'measure': 24, 'barrier': 1}",37.17028535980150
60,qftentangled,10,23,"{'cp': 45, 'h': 11, 'measure': 10, 'cx': 9, 'swap': 5, 'barrier': 1}",-1,-1,{},16,240,"{'cx': 236, 'rz': 169, 'sx': 47, 'measure': 10, 'x': 8, 'barrier': 1}",27,226,"{'cx': 226, 'rz': 183, 'sx': 63, 'x': 13, 'measure': 10, 'barrier': 1}",127,194,"{'cx': 222, 'rz': 198, 'sx': 79, 'x': 13, 'measure': 10, 'barrier': 1}",37.82971464019850
60,qpeinexact,8,23,"{'cp': 28, 'h': 14, 'measure': 7, 'swap': 3, 'x': 1, 'barrier': 1}",-1,-1,{},16,149,"{'cx': 114, 'rz': 108, 'sx': 29, 'measure': 7, 'x': 5, 'barrier': 1}",27,149,"{'cx': 114, 'rz': 112, 'sx': 29, 'measure': 7, 'x': 4, 'barrier': 1}",127,167,"{'cx': 133, 'rz': 102, 'sx': 21, 'measure': 7, 'x': 2, 'barrier': 1}",37.82971464019850
60,qpeinexact,7,20,"{'cp': 21, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,130,"{'cx': 103, 'rz': 78, 'sx': 16, 'measure': 6, 'x': 2, 'barrier': 1}",16,131,"{'rz': 95, 'cx': 89, 'sx': 29, 'measure': 6, 'x': 5, 'barrier': 1}",27,131,"{'rz': 93, 'cx': 89, 'sx': 29, 'x': 6, 'measure': 6, 'barrier': 1}",127,131,"{'rz': 95, 'cx': 89, 'sx': 29, 'measure': 6, 'x': 5, 'barrier': 1}",40.82971464019850
60,ghz,16,17,"{'measure': 16, 'cx': 15, 'h': 1, 'barrier': 1}",-1,-1,{},16,36,"{'cx': 20, 'measure': 16, 'rz': 14, 'sx': 9, 'x': 1, 'barrier': 1}",27,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",127,19,"{'measure': 16, 'cx': 15, 'rz': 2, 'sx': 1, 'barrier': 1}",43.82971464019850
60,random,14,106,"{'cx': 96, 'u2': 45, 'cu1': 30, 'h': 29, 'u3': 26, 'u1': 24, 'ry': 23, 'measure': 14, 'cry': 12, 's': 12, 'ccx': 10, 'cu3': 9, 'tdg': 8, 'swap': 7, 'crx': 7, 'ch': 7, 'sx': 6, 't': 6, 'rz': 6, 'rx': 5, 'cswap': 5, 'x': 4, 'cy': 4, 'crz': 4, 'p': 3, 'sdg': 2, 'cz': 2, 'cp': 2, 'z': 2, 'rxx': 2, 'sxdg': 2, 'u': 2, 'rzz': 2, 'y': 1, 'barrier': 1}",-1,-1,{},16,653,"{'cx': 884, 'rz': 781, 'sx': 401, 'x': 45, 'measure': 14, 'barrier': 1}",27,650,"{'cx': 927, 'rz': 758, 'sx': 387, 'x': 42, 'measure': 14, 'barrier': 1}",127,694,"{'cx': 914, 'rz': 773, 'sx': 391, 'x': 39, 'measure': 14, 'barrier': 1}",45.17028535980150
60,twolocalrandom,3,14,"{'ry': 12, 'cx': 9, 'measure': 3, 'barrier': 1}",7,42,"{'rz': 28, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",16,42,"{'sx': 27, 'rz': 27, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",27,44,"{'sx': 24, 'rz': 24, 'cx': 19, 'measure': 3, 'barrier': 1}",127,38,"{'sx': 24, 'rz': 24, 'cx': 17, 'measure': 3, 'barrier': 1}",46.82971464019850
60,ghz,13,14,"{'measure': 13, 'cx': 12, 'h': 1, 'barrier': 1}",-1,-1,{},16,16,"{'measure': 13, 'cx': 12, 'rz': 2, 'sx': 1, 'barrier': 1}",27,16,"{'measure': 13, 'cx': 12, 'rz': 2, 'sx': 1, 'barrier': 1}",127,16,"{'measure': 13, 'cx': 12, 'rz': 2, 'sx': 1, 'barrier': 1}",46.82971464019850
60,ae,3,12,"{'cx': 4, 'u': 3, 'measure': 3, 'u2': 2, 'u3': 2, 'h': 2, 'cp': 1, 'barrier': 1}",7,23,"{'rz': 17, 'sx': 9, 'cx': 7, 'measure': 3, 'x': 1, 'barrier': 1}",16,34,"{'rz': 19, 'sx': 14, 'cx': 9, 'measure': 3, 'barrier': 1}",27,24,"{'rz': 18, 'sx': 9, 'cx': 7, 'measure': 3, 'x': 1, 'barrier': 1}",127,24,"{'rz': 18, 'sx': 9, 'cx': 7, 'measure': 3, 'x': 1, 'barrier': 1}",48.82971464019850
60,random,2,12,"{'cx': 4, 'rx': 3, 'u2': 3, 'ry': 2, 'measure': 2, 'rzz': 1, 'rz': 1, 'u3': 1, 'u1': 1, 'barrier': 1}",7,13,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",16,14,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",27,13,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",127,14,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",48.82971464019850
60,qpeinexact,4,11,"{'h': 6, 'cp': 6, 'measure': 3, 'x': 1, 'swap': 1, 'barrier': 1}",7,39,"{'rz': 28, 'cx': 19, 'sx': 10, 'measure': 3, 'x': 2, 'barrier': 1}",16,39,"{'rz': 28, 'cx': 19, 'sx': 10, 'measure': 3, 'x': 2, 'barrier': 1}",27,38,"{'rz': 24, 'cx': 21, 'sx': 6, 'measure': 3, 'x': 1, 'barrier': 1}",127,42,"{'rz': 30, 'cx': 19, 'sx': 10, 'measure': 3, 'x': 2, 'barrier': 1}",49.82971464019850
60,ghz,9,10,"{'measure': 9, 'cx': 8, 'h': 1, 'barrier': 1}",-1,-1,{},16,12,"{'measure': 9, 'cx': 8, 'rz': 2, 'sx': 1, 'barrier': 1}",27,12,"{'measure': 9, 'cx': 8, 'rz': 2, 'sx': 1, 'barrier': 1}",127,12,"{'measure': 9, 'cx': 8, 'rz': 2, 'sx': 1, 'barrier': 1}",50.82971464019850
61,twolocalrandom,15,62,"{'cx': 315, 'ry': 60, 'measure': 15, 'barrier': 1}",-1,-1,{},16,447,"{'cx': 989, 'rz': 333, 'sx': 249, 'measure': 15, 'x': 4, 'barrier': 1}",27,458,"{'cx': 1029, 'rz': 264, 'sx': 203, 'x': 18, 'measure': 15, 'barrier': 1}",127,372,"{'cx': 988, 'rz': 191, 'sx': 163, 'measure': 15, 'x': 5, 'barrier': 1}",1.1702853598014900
61,twolocalrandom,14,58,"{'cx': 273, 'ry': 56, 'measure': 14, 'barrier': 1}",-1,-1,{},16,298,"{'cx': 686, 'rz': 294, 'sx': 219, 'measure': 14, 'x': 3, 'barrier': 1}",27,473,"{'cx': 896, 'rz': 293, 'sx': 221, 'measure': 14, 'x': 10, 'barrier': 1}",127,376,"{'cx': 780, 'rz': 350, 'sx': 258, 'x': 23, 'measure': 14, 'barrier': 1}",2.8297146401985100
61,qpeexact,23,64,"{'cp': 251, 'h': 44, 'measure': 22, 'swap': 11, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,647,"{'cx': 1402, 'rz': 889, 'sx': 201, 'x': 22, 'measure': 22, 'barrier': 1}",127,637,"{'cx': 1380, 'rz': 983, 'sx': 292, 'x': 28, 'measure': 22, 'barrier': 1}",3.1702853598014900
61,qpeinexact,22,65,"{'cp': 231, 'h': 42, 'measure': 21, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,839,"{'cx': 1273, 'rz': 907, 'sx': 249, 'x': 33, 'measure': 21, 'barrier': 1}",127,787,"{'cx': 1289, 'rz': 982, 'sx': 285, 'x': 43, 'measure': 21, 'barrier': 1}",4.17028535980149
61,qpeinexact,19,56,"{'cp': 171, 'h': 36, 'measure': 18, 'swap': 9, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,620,"{'cx': 997, 'rz': 608, 'sx': 123, 'x': 19, 'measure': 18, 'barrier': 1}",127,673,"{'cx': 987, 'rz': 629, 'sx': 143, 'x': 20, 'measure': 18, 'barrier': 1}",4.82971464019851
61,ae,10,54,"{'cp': 36, 'cx': 18, 'u': 10, 'measure': 10, 'u2': 9, 'u3': 9, 'h': 9, 'barrier': 1}",-1,-1,{},16,243,"{'rz': 204, 'cx': 153, 'sx': 95, 'measure': 10, 'x': 6, 'barrier': 1}",27,239,"{'rz': 205, 'cx': 151, 'sx': 90, 'measure': 10, 'x': 9, 'barrier': 1}",127,240,"{'rz': 211, 'cx': 151, 'sx': 90, 'measure': 10, 'x': 8, 'barrier': 1}",6.82971464019851
61,twolocalrandom,17,70,"{'cx': 408, 'ry': 68, 'measure': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,438,"{'cx': 1027, 'rz': 664, 'sx': 475, 'x': 25, 'measure': 17, 'barrier': 1}",127,566,"{'cx': 1323, 'rz': 546, 'sx': 389, 'x': 37, 'measure': 17, 'barrier': 1}",9.17028535980149
61,qftentangled,24,51,"{'cp': 276, 'h': 25, 'measure': 24, 'cx': 23, 'swap': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,584,"{'cx': 1404, 'rz': 939, 'sx': 189, 'x': 31, 'measure': 24, 'barrier': 1}",127,612,"{'cx': 1412, 'rz': 988, 'sx': 213, 'x': 39, 'measure': 24, 'barrier': 1}",9.82971464019851
61,qpeinexact,24,71,"{'cp': 276, 'h': 46, 'measure': 23, 'swap': 11, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,818,"{'cx': 1485, 'rz': 1133, 'sx': 338, 'x': 34, 'measure': 23, 'barrier': 1}",127,843,"{'cx': 1573, 'rz': 980, 'sx': 217, 'x': 34, 'measure': 23, 'barrier': 1}",10.17028535980150
61,ae,9,48,"{'cp': 28, 'cx': 16, 'u': 9, 'measure': 9, 'u2': 8, 'u3': 8, 'h': 8, 'barrier': 1}",-1,-1,{},16,197,"{'rz': 163, 'cx': 128, 'sx': 75, 'measure': 9, 'x': 7, 'barrier': 1}",27,201,"{'rz': 164, 'cx': 119, 'sx': 81, 'measure': 9, 'x': 6, 'barrier': 1}",127,207,"{'rz': 172, 'cx': 119, 'sx': 81, 'x': 9, 'measure': 9, 'barrier': 1}",12.82971464019850
61,twolocalrandom,18,74,"{'cx': 459, 'ry': 72, 'measure': 18, 'barrier': 1}",-1,-1,{},-1,-1,{},27,414,"{'cx': 1060, 'rz': 708, 'sx': 486, 'x': 39, 'measure': 18, 'barrier': 1}",127,643,"{'cx': 1429, 'rz': 521, 'sx': 377, 'x': 26, 'measure': 18, 'barrier': 1}",13.17028535980150
61,qftentangled,21,45,"{'cp': 210, 'h': 22, 'measure': 21, 'cx': 20, 'swap': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},27,402,"{'cx': 1101, 'rz': 680, 'sx': 62, 'measure': 21, 'x': 2, 'barrier': 1}",127,540,"{'cx': 1124, 'rz': 778, 'sx': 200, 'x': 43, 'measure': 21, 'barrier': 1}",15.82971464019850
61,qnn,5,45,"{'cx': 44, 'p': 20, 'u2': 10, 'ry': 10, 'measure': 5, 'barrier': 1}",7,120,"{'rz': 83, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",16,120,"{'rz': 83, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",27,120,"{'rz': 84, 'cx': 71, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",127,123,"{'rz': 83, 'cx': 73, 'sx': 46, 'measure': 5, 'x': 3, 'barrier': 1}",15.82971464019850
61,qft,17,35,"{'cp': 136, 'h': 17, 'measure': 17, 'swap': 8, 'barrier': 1}",-1,-1,{},-1,-1,{},27,425,"{'cx': 683, 'rz': 576, 'sx': 197, 'x': 34, 'measure': 17, 'barrier': 1}",127,404,"{'cx': 638, 'rz': 593, 'sx': 235, 'x': 36, 'measure': 17, 'barrier': 1}",25.82971464019850
61,qft,16,33,"{'cp': 120, 'h': 16, 'measure': 16, 'swap': 8, 'barrier': 1}",-1,-1,{},16,344,"{'cx': 535, 'rz': 518, 'sx': 208, 'x': 29, 'measure': 16, 'barrier': 1}",27,347,"{'cx': 595, 'rz': 518, 'sx': 176, 'x': 27, 'measure': 16, 'barrier': 1}",127,350,"{'cx': 592, 'rz': 508, 'sx': 176, 'x': 24, 'measure': 16, 'barrier': 1}",27.82971464019850
61,ae,16,90,"{'cp': 105, 'cx': 30, 'u': 16, 'measure': 16, 'u2': 15, 'u3': 15, 'h': 15, 'barrier': 1}",-1,-1,{},16,488,"{'rz': 533, 'cx': 483, 'sx': 210, 'measure': 16, 'x': 15, 'barrier': 1}",27,496,"{'cx': 498, 'rz': 487, 'sx': 172, 'measure': 16, 'x': 14, 'barrier': 1}",127,504,"{'rz': 481, 'cx': 471, 'sx': 171, 'x': 20, 'measure': 16, 'barrier': 1}",29.17028535980150
61,qpeinexact,10,29,"{'cp': 45, 'h': 18, 'measure': 9, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,243,"{'cx': 230, 'rz': 169, 'sx': 36, 'measure': 9, 'x': 6, 'barrier': 1}",27,243,"{'cx': 207, 'rz': 192, 'sx': 63, 'x': 13, 'measure': 9, 'barrier': 1}",127,248,"{'cx': 225, 'rz': 171, 'sx': 40, 'measure': 9, 'x': 7, 'barrier': 1}",31.82971464019850
61,random,5,25,"{'cx': 11, 'u2': 7, 'h': 6, 'measure': 5, 'u1': 3, 'rx': 3, 'ry': 3, 'cu1': 3, 'cu3': 3, 't': 2, 'p': 2, 'u3': 2, 'crx': 2, 'tdg': 1, 'rzz': 1, 'ccx': 1, 'cz': 1, 'swap': 1, 'z': 1, 'ch': 1, 'barrier': 1}",7,68,"{'rz': 79, 'sx': 50, 'cx': 34, 'measure': 5, 'x': 4, 'barrier': 1}",16,66,"{'rz': 77, 'sx': 51, 'cx': 34, 'measure': 5, 'x': 3, 'barrier': 1}",27,66,"{'rz': 78, 'sx': 50, 'cx': 34, 'measure': 5, 'x': 3, 'barrier': 1}",127,68,"{'rz': 78, 'sx': 51, 'cx': 34, 'measure': 5, 'x': 3, 'barrier': 1}",35.82971464019850
61,qftentangled,6,15,"{'cp': 15, 'h': 7, 'measure': 6, 'cx': 5, 'swap': 3, 'barrier': 1}",7,92,"{'cx': 70, 'rz': 69, 'sx': 27, 'measure': 6, 'x': 4, 'barrier': 1}",16,100,"{'cx': 72, 'rz': 68, 'sx': 23, 'measure': 6, 'x': 3, 'barrier': 1}",27,94,"{'rz': 70, 'cx': 70, 'sx': 27, 'measure': 6, 'x': 4, 'barrier': 1}",127,100,"{'cx': 72, 'rz': 69, 'sx': 23, 'measure': 6, 'x': 2, 'barrier': 1}",45.82971464019850
61,dj,11,13,"{'u2': 15, 'cx': 10, 'measure': 10, 'h': 6, 'barrier': 1}",-1,-1,{},16,37,"{'rz': 40, 'sx': 22, 'cx': 20, 'measure': 10, 'x': 1, 'barrier': 1}",27,34,"{'rz': 38, 'sx': 22, 'cx': 20, 'measure': 10, 'x': 2, 'barrier': 1}",127,37,"{'rz': 37, 'cx': 24, 'sx': 22, 'measure': 10, 'x': 1, 'barrier': 1}",47.82971464019850
61,dj,10,12,"{'u2': 13, 'cx': 9, 'measure': 9, 'h': 6, 'barrier': 1}",-1,-1,{},16,34,"{'rz': 37, 'sx': 21, 'cx': 16, 'measure': 9, 'x': 4, 'barrier': 1}",27,41,"{'rz': 37, 'sx': 22, 'cx': 18, 'measure': 9, 'x': 3, 'barrier': 1}",127,37,"{'rz': 33, 'cx': 25, 'sx': 19, 'measure': 9, 'barrier': 1}",48.82971464019850
61,twolocalrandom,27,110,"{'cx': 1053, 'ry': 108, 'measure': 27, 'barrier': 1}",-1,-1,{},-1,-1,{},27,1015,"{'cx': 3547, 'rz': 1174, 'sx': 815, 'x': 59, 'measure': 27, 'barrier': 1}",127,681,"{'cx': 3188, 'rz': 340, 'sx': 294, 'measure': 27, 'x': 9, 'barrier': 1}",49.17028535980150
61,qpeinexact,4,11,"{'h': 6, 'cp': 6, 'measure': 3, 'x': 1, 'swap': 1, 'barrier': 1}",7,39,"{'rz': 28, 'cx': 19, 'sx': 10, 'measure': 3, 'x': 2, 'barrier': 1}",16,39,"{'rz': 28, 'cx': 19, 'sx': 10, 'measure': 3, 'x': 2, 'barrier': 1}",27,38,"{'rz': 24, 'cx': 21, 'sx': 6, 'measure': 3, 'x': 1, 'barrier': 1}",127,42,"{'rz': 30, 'cx': 19, 'sx': 10, 'measure': 3, 'x': 2, 'barrier': 1}",49.82971464019850
61,qft,5,11,"{'cp': 10, 'h': 5, 'measure': 5, 'swap': 2, 'barrier': 1}",7,59,"{'rz': 39, 'cx': 37, 'sx': 13, 'measure': 5, 'x': 3, 'barrier': 1}",16,60,"{'rz': 40, 'cx': 37, 'sx': 13, 'measure': 5, 'x': 3, 'barrier': 1}",27,59,"{'rz': 41, 'cx': 37, 'sx': 13, 'measure': 5, 'x': 2, 'barrier': 1}",127,60,"{'rz': 40, 'cx': 37, 'sx': 13, 'measure': 5, 'x': 3, 'barrier': 1}",49.82971464019850
61,ghz,8,9,"{'measure': 8, 'cx': 7, 'h': 1, 'barrier': 1}",-1,-1,{},16,11,"{'measure': 8, 'cx': 7, 'rz': 2, 'sx': 1, 'barrier': 1}",27,11,"{'measure': 8, 'cx': 7, 'rz': 2, 'sx': 1, 'barrier': 1}",127,11,"{'measure': 8, 'cx': 7, 'rz': 2, 'sx': 1, 'barrier': 1}",51.82971464019850
61,su2random,2,8,"{'u3': 8, 'cx': 3, 'measure': 2, 'barrier': 1}",7,17,"{'rz': 15, 'sx': 10, 'cx': 3, 'measure': 2, 'barrier': 1}",16,17,"{'rz': 15, 'sx': 10, 'cx': 3, 'measure': 2, 'barrier': 1}",27,17,"{'rz': 15, 'sx': 10, 'cx': 3, 'measure': 2, 'barrier': 1}",127,17,"{'rz': 15, 'sx': 10, 'cx': 3, 'measure': 2, 'barrier': 1}",52.82971464019850
62,qftentangled,27,57,"{'cp': 351, 'h': 28, 'measure': 27, 'cx': 26, 'swap': 13, 'barrier': 1}",-1,-1,{},-1,-1,{},27,800,"{'cx': 1743, 'rz': 1206, 'sx': 326, 'x': 51, 'measure': 27, 'barrier': 1}",127,560,"{'cx': 1787, 'rz': 1039, 'sx': 80, 'measure': 27, 'x': 8, 'barrier': 1}",3.8297146401985100
